answer_model,eval_model,project,question,metric,score
google/gemini-3-pro-preview,x-ai/grok-4-fast,adaptive_quiz_engine,q1,control_flow_understanding,1.0
google/gemini-3-pro-preview,x-ai/grok-4-fast,adaptive_quiz_engine,q1,edge_case_detection,0.02
google/gemini-3-pro-preview,x-ai/grok-4-fast,adaptive_quiz_engine,q1,decision_boundary_clarity,0.5263157894736842
google/gemini-3-pro-preview,x-ai/grok-4-fast,adaptive_quiz_engine,q1,outcome_precision,0.2
google/gemini-3-pro-preview,x-ai/grok-4-fast,adaptive_quiz_engine,q1,direction_accuracy,0.25
google/gemini-3-pro-preview,x-ai/grok-4-fast,adaptive_quiz_engine,q1,coverage_completeness,0.0
google/gemini-3-pro-preview,x-ai/grok-4-fast,adaptive_quiz_engine,q2,state_space_estimation_accuracy,0.38685280723454163
google/gemini-3-pro-preview,x-ai/grok-4-fast,adaptive_quiz_engine,q2,control_flow_understanding,0.875
google/gemini-3-pro-preview,x-ai/grok-4-fast,adaptive_quiz_engine,q2,edge_case_detection,1.0
google/gemini-3-pro-preview,x-ai/grok-4-fast,adaptive_quiz_engine,q2,decision_boundary_clarity,1.0
google/gemini-3-pro-preview,x-ai/grok-4-fast,adaptive_quiz_engine,q2,outcome_precision,1.0
google/gemini-3-pro-preview,x-ai/grok-4-fast,adaptive_quiz_engine,q2,direction_accuracy,0.25
google/gemini-3-pro-preview,x-ai/grok-4-fast,adaptive_quiz_engine,q2,coverage_completeness,0.0
google/gemini-3-pro-preview,x-ai/grok-4-fast,adaptive_quiz_engine,q3,control_flow_understanding,1.0
google/gemini-3-pro-preview,x-ai/grok-4-fast,adaptive_quiz_engine,q3,edge_case_detection,1.0
google/gemini-3-pro-preview,x-ai/grok-4-fast,adaptive_quiz_engine,q3,decision_boundary_clarity,1.0
google/gemini-3-pro-preview,x-ai/grok-4-fast,adaptive_quiz_engine,q3,direction_accuracy,1.0
google/gemini-3-pro-preview,x-ai/grok-4-fast,adaptive_quiz_engine,q3,coverage_completeness,0.8
x-ai/grok-code-fast-1,x-ai/grok-4-fast,adaptive_quiz_engine,q1,state_space_estimation_accuracy,0.08411856518686803
x-ai/grok-code-fast-1,x-ai/grok-4-fast,adaptive_quiz_engine,q1,control_flow_understanding,0.875
x-ai/grok-code-fast-1,x-ai/grok-4-fast,adaptive_quiz_engine,q1,decision_boundary_clarity,0.5789473684210527
x-ai/grok-code-fast-1,x-ai/grok-4-fast,adaptive_quiz_engine,q1,direction_accuracy,0.0
x-ai/grok-code-fast-1,x-ai/grok-4-fast,adaptive_quiz_engine,q1,coverage_completeness,0.0026
x-ai/grok-code-fast-1,x-ai/grok-4-fast,adaptive_quiz_engine,q2,control_flow_understanding,0.375
x-ai/grok-code-fast-1,x-ai/grok-4-fast,adaptive_quiz_engine,q2,decision_boundary_clarity,0.75
x-ai/grok-code-fast-1,x-ai/grok-4-fast,adaptive_quiz_engine,q2,direction_accuracy,0.0
x-ai/grok-code-fast-1,x-ai/grok-4-fast,adaptive_quiz_engine,q2,coverage_completeness,0.0
x-ai/grok-code-fast-1,x-ai/grok-4-fast,adaptive_quiz_engine,q3,control_flow_understanding,1.0
x-ai/grok-code-fast-1,x-ai/grok-4-fast,adaptive_quiz_engine,q3,edge_case_detection,1.0
x-ai/grok-code-fast-1,x-ai/grok-4-fast,adaptive_quiz_engine,q3,decision_boundary_clarity,1.0
x-ai/grok-code-fast-1,x-ai/grok-4-fast,adaptive_quiz_engine,q3,direction_accuracy,1.0
x-ai/grok-code-fast-1,x-ai/grok-4-fast,adaptive_quiz_engine,q3,coverage_completeness,1.0
anthropic/claude-sonnet-4.5,google/gemini-2.5-flash,adaptive_quiz_engine,q1,state_space_estimation_accuracy,0.08410779819556646
anthropic/claude-sonnet-4.5,google/gemini-2.5-flash,adaptive_quiz_engine,q1,control_flow_understanding,0.875
anthropic/claude-sonnet-4.5,google/gemini-2.5-flash,adaptive_quiz_engine,q1,edge_case_detection,0.5
anthropic/claude-sonnet-4.5,google/gemini-2.5-flash,adaptive_quiz_engine,q1,decision_boundary_clarity,0.6842105263157895
anthropic/claude-sonnet-4.5,google/gemini-2.5-flash,adaptive_quiz_engine,q1,outcome_precision,0.0
anthropic/claude-sonnet-4.5,google/gemini-2.5-flash,adaptive_quiz_engine,q1,direction_accuracy,0.8
anthropic/claude-sonnet-4.5,google/gemini-2.5-flash,adaptive_quiz_engine,q1,coverage_completeness,0.01
anthropic/claude-sonnet-4.5,google/gemini-2.5-flash,adaptive_quiz_engine,q3,direction_accuracy,0.5
anthropic/claude-sonnet-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q2,control_flow_understanding,1.0
anthropic/claude-sonnet-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q2,edge_case_detection,1.0
anthropic/claude-sonnet-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q2,decision_boundary_clarity,1.0
anthropic/claude-sonnet-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q2,outcome_precision,0.75
anthropic/claude-sonnet-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q2,direction_accuracy,0.25
anthropic/claude-sonnet-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q2,coverage_completeness,0.5
anthropic/claude-sonnet-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q3,control_flow_understanding,0.875
anthropic/claude-sonnet-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q3,edge_case_detection,1.0
anthropic/claude-sonnet-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q3,decision_boundary_clarity,1.0
anthropic/claude-sonnet-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q3,outcome_precision,0.75
anthropic/claude-sonnet-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q3,direction_accuracy,0.5
anthropic/claude-sonnet-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q3,coverage_completeness,0.5
openai/gpt-5.2,google/gemini-2.5-flash,adaptive_quiz_engine,q1,state_space_estimation_accuracy,0.08411856518686803
openai/gpt-5.2,google/gemini-2.5-flash,adaptive_quiz_engine,q1,control_flow_understanding,1.0
openai/gpt-5.2,google/gemini-2.5-flash,adaptive_quiz_engine,q1,edge_case_detection,1.0
openai/gpt-5.2,google/gemini-2.5-flash,adaptive_quiz_engine,q1,decision_boundary_clarity,1.0
openai/gpt-5.2,google/gemini-2.5-flash,adaptive_quiz_engine,q1,outcome_precision,0.5
openai/gpt-5.2,google/gemini-2.5-flash,adaptive_quiz_engine,q1,direction_accuracy,0.9
openai/gpt-5.2,google/gemini-2.5-flash,adaptive_quiz_engine,q1,coverage_completeness,0.0
openai/gpt-5.2,openai/gpt-4o-mini,adaptive_quiz_engine,q1,state_space_estimation_accuracy,0.08411856518686803
openai/gpt-5.2,openai/gpt-4o-mini,adaptive_quiz_engine,q1,control_flow_understanding,0.5
openai/gpt-5.2,openai/gpt-4o-mini,adaptive_quiz_engine,q1,edge_case_detection,0.6666666666666666
openai/gpt-5.2,openai/gpt-4o-mini,adaptive_quiz_engine,q1,decision_boundary_clarity,1.0
openai/gpt-5.2,openai/gpt-4o-mini,adaptive_quiz_engine,q1,outcome_precision,0.5
openai/gpt-5.2,openai/gpt-4o-mini,adaptive_quiz_engine,q1,direction_accuracy,0.0
openai/gpt-5.2,openai/gpt-4o-mini,adaptive_quiz_engine,q1,coverage_completeness,0.0
openai/gpt-5.2,openai/gpt-4o-mini,adaptive_quiz_engine,q2,control_flow_understanding,1.0
openai/gpt-5.2,openai/gpt-4o-mini,adaptive_quiz_engine,q2,edge_case_detection,1.0
openai/gpt-5.2,openai/gpt-4o-mini,adaptive_quiz_engine,q2,decision_boundary_clarity,1.0
openai/gpt-5.2,openai/gpt-4o-mini,adaptive_quiz_engine,q2,outcome_precision,0.8
openai/gpt-5.2,openai/gpt-4o-mini,adaptive_quiz_engine,q2,direction_accuracy,0.25
openai/gpt-5.2,openai/gpt-4o-mini,adaptive_quiz_engine,q2,coverage_completeness,0.5
openai/gpt-5.2,openai/gpt-4o-mini,adaptive_quiz_engine,q3,control_flow_understanding,1.0
openai/gpt-5.2,openai/gpt-4o-mini,adaptive_quiz_engine,q3,edge_case_detection,0.0
openai/gpt-5.2,openai/gpt-4o-mini,adaptive_quiz_engine,q3,decision_boundary_clarity,0.0
openai/gpt-5.2,openai/gpt-4o-mini,adaptive_quiz_engine,q3,outcome_precision,1.0
openai/gpt-5.2,openai/gpt-4o-mini,adaptive_quiz_engine,q3,direction_accuracy,1.0
openai/gpt-5.2,openai/gpt-4o-mini,adaptive_quiz_engine,q3,coverage_completeness,0.25
anthropic/claude-sonnet-4.5,x-ai/grok-4-fast,adaptive_quiz_engine,q1,state_space_estimation_accuracy,0.08410779819556646
anthropic/claude-sonnet-4.5,x-ai/grok-4-fast,adaptive_quiz_engine,q1,control_flow_understanding,1.0
anthropic/claude-sonnet-4.5,x-ai/grok-4-fast,adaptive_quiz_engine,q1,edge_case_detection,0.09523809523809523
anthropic/claude-sonnet-4.5,x-ai/grok-4-fast,adaptive_quiz_engine,q1,decision_boundary_clarity,0.7368421052631579
anthropic/claude-sonnet-4.5,x-ai/grok-4-fast,adaptive_quiz_engine,q1,outcome_precision,0.4
anthropic/claude-sonnet-4.5,x-ai/grok-4-fast,adaptive_quiz_engine,q1,direction_accuracy,0.0
anthropic/claude-sonnet-4.5,x-ai/grok-4-fast,adaptive_quiz_engine,q1,coverage_completeness,0.0
anthropic/claude-sonnet-4.5,x-ai/grok-4-fast,adaptive_quiz_engine,q2,control_flow_understanding,0.5
anthropic/claude-sonnet-4.5,x-ai/grok-4-fast,adaptive_quiz_engine,q2,edge_case_detection,1.0
anthropic/claude-sonnet-4.5,x-ai/grok-4-fast,adaptive_quiz_engine,q2,decision_boundary_clarity,1.0
anthropic/claude-sonnet-4.5,x-ai/grok-4-fast,adaptive_quiz_engine,q2,direction_accuracy,0.0
anthropic/claude-sonnet-4.5,x-ai/grok-4-fast,adaptive_quiz_engine,q2,coverage_completeness,0.0
anthropic/claude-sonnet-4.5,x-ai/grok-4-fast,adaptive_quiz_engine,q3,control_flow_understanding,0.875
anthropic/claude-sonnet-4.5,x-ai/grok-4-fast,adaptive_quiz_engine,q3,edge_case_detection,1.0
anthropic/claude-sonnet-4.5,x-ai/grok-4-fast,adaptive_quiz_engine,q3,direction_accuracy,1.0
anthropic/claude-sonnet-4.5,x-ai/grok-4-fast,adaptive_quiz_engine,q3,coverage_completeness,0.75
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q1,state_space_estimation_accuracy,0.08411856518686803
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q1,control_flow_understanding,0.75
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q1,edge_case_detection,0.25
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q1,decision_boundary_clarity,1.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q1,outcome_precision,0.3
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q1,direction_accuracy,0.6
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q1,coverage_completeness,0.26
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q2,state_space_estimation_accuracy,0.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q2,control_flow_understanding,0.25
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q2,edge_case_detection,0.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q2,decision_boundary_clarity,0.75
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q2,outcome_precision,0.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q2,direction_accuracy,0.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q2,coverage_completeness,0.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q3,state_space_estimation_accuracy,0.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q3,control_flow_understanding,1.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q3,edge_case_detection,1.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q3,decision_boundary_clarity,1.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q3,outcome_precision,1.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q3,direction_accuracy,1.0
x-ai/grok-code-fast-1,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q3,coverage_completeness,1.0
openai/gpt-5.2,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q1,state_space_estimation_accuracy,0.08411856518686803
openai/gpt-5.2,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q1,control_flow_understanding,0.875
openai/gpt-5.2,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q1,edge_case_detection,0.4166666666666667
openai/gpt-5.2,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q1,decision_boundary_clarity,1.0
openai/gpt-5.2,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q1,outcome_precision,0.6
openai/gpt-5.2,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q1,direction_accuracy,0.75
openai/gpt-5.2,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q1,coverage_completeness,0.3
openai/gpt-5.2,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q2,state_space_estimation_accuracy,0.0
openai/gpt-5.2,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q2,control_flow_understanding,0.375
openai/gpt-5.2,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q2,edge_case_detection,0.3333333333333333
openai/gpt-5.2,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q2,decision_boundary_clarity,1.0
openai/gpt-5.2,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q2,outcome_precision,1.0
openai/gpt-5.2,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q2,direction_accuracy,0.0
openai/gpt-5.2,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q2,coverage_completeness,0.5
openai/gpt-5.2,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q3,state_space_estimation_accuracy,0.0
openai/gpt-5.2,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q3,control_flow_understanding,1.0
openai/gpt-5.2,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q3,edge_case_detection,1.0
openai/gpt-5.2,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q3,decision_boundary_clarity,1.0
openai/gpt-5.2,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q3,outcome_precision,0.95
openai/gpt-5.2,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q3,direction_accuracy,1.0
openai/gpt-5.2,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q3,coverage_completeness,0.9
openai/gpt-5.2,x-ai/grok-4-fast,adaptive_quiz_engine,q1,state_space_estimation_accuracy,0.08411856518686803
openai/gpt-5.2,x-ai/grok-4-fast,adaptive_quiz_engine,q1,control_flow_understanding,1.0
openai/gpt-5.2,x-ai/grok-4-fast,adaptive_quiz_engine,q1,edge_case_detection,0.2
openai/gpt-5.2,x-ai/grok-4-fast,adaptive_quiz_engine,q1,decision_boundary_clarity,0.7894736842105263
openai/gpt-5.2,x-ai/grok-4-fast,adaptive_quiz_engine,q1,direction_accuracy,0.25
openai/gpt-5.2,x-ai/grok-4-fast,adaptive_quiz_engine,q1,coverage_completeness,0.0026
openai/gpt-5.2,x-ai/grok-4-fast,adaptive_quiz_engine,q2,control_flow_understanding,0.875
openai/gpt-5.2,x-ai/grok-4-fast,adaptive_quiz_engine,q2,decision_boundary_clarity,1.0
openai/gpt-5.2,x-ai/grok-4-fast,adaptive_quiz_engine,q2,outcome_precision,1.0
openai/gpt-5.2,x-ai/grok-4-fast,adaptive_quiz_engine,q2,direction_accuracy,0.0
openai/gpt-5.2,x-ai/grok-4-fast,adaptive_quiz_engine,q2,coverage_completeness,0.0
openai/gpt-5.2,x-ai/grok-4-fast,adaptive_quiz_engine,q3,control_flow_understanding,1.0
openai/gpt-5.2,x-ai/grok-4-fast,adaptive_quiz_engine,q3,edge_case_detection,1.0
openai/gpt-5.2,x-ai/grok-4-fast,adaptive_quiz_engine,q3,decision_boundary_clarity,1.0
openai/gpt-5.2,x-ai/grok-4-fast,adaptive_quiz_engine,q3,direction_accuracy,1.0
openai/gpt-5.2,x-ai/grok-4-fast,adaptive_quiz_engine,q3,coverage_completeness,1.0
anthropic/claude-opus-4.5,google/gemini-2.5-flash,adaptive_quiz_engine,q1,state_space_estimation_accuracy,0.08410779819556646
anthropic/claude-opus-4.5,google/gemini-2.5-flash,adaptive_quiz_engine,q1,control_flow_understanding,0.5
anthropic/claude-opus-4.5,google/gemini-2.5-flash,adaptive_quiz_engine,q1,edge_case_detection,0.00210637177461822
anthropic/claude-opus-4.5,google/gemini-2.5-flash,adaptive_quiz_engine,q1,decision_boundary_clarity,1.0
anthropic/claude-opus-4.5,google/gemini-2.5-flash,adaptive_quiz_engine,q1,outcome_precision,0.0
anthropic/claude-opus-4.5,google/gemini-2.5-flash,adaptive_quiz_engine,q1,direction_accuracy,0.5
anthropic/claude-opus-4.5,google/gemini-2.5-flash,adaptive_quiz_engine,q1,coverage_completeness,0.0
anthropic/claude-opus-4.5,google/gemini-2.5-flash,adaptive_quiz_engine,q3,direction_accuracy,0.5
anthropic/claude-opus-4.5,google/gemini-2.5-flash,adaptive_quiz_engine,q3,coverage_completeness,0.5
anthropic/claude-opus-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q1,state_space_estimation_accuracy,0.08410779819556646
anthropic/claude-opus-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q1,control_flow_understanding,0.5
anthropic/claude-opus-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q1,edge_case_detection,0.6
anthropic/claude-opus-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q1,decision_boundary_clarity,1.0
anthropic/claude-opus-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q1,outcome_precision,0.5
anthropic/claude-opus-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q1,direction_accuracy,0.25
anthropic/claude-opus-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q1,coverage_completeness,0.0
anthropic/claude-opus-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q2,control_flow_understanding,1.0
anthropic/claude-opus-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q2,edge_case_detection,1.0
anthropic/claude-opus-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q2,decision_boundary_clarity,1.0
anthropic/claude-opus-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q2,outcome_precision,0.8
anthropic/claude-opus-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q2,direction_accuracy,0.25
anthropic/claude-opus-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q2,coverage_completeness,0.5
anthropic/claude-opus-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q3,control_flow_understanding,1.0
anthropic/claude-opus-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q3,edge_case_detection,1.0
anthropic/claude-opus-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q3,decision_boundary_clarity,0.6666666666666666
anthropic/claude-opus-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q3,outcome_precision,1.0
anthropic/claude-opus-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q3,direction_accuracy,1.0
anthropic/claude-opus-4.5,openai/gpt-4o-mini,adaptive_quiz_engine,q3,coverage_completeness,0.75
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q1,state_space_estimation_accuracy,0.08410779819556646
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q1,control_flow_understanding,0.75
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q1,edge_case_detection,0.0851063829787234
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q1,decision_boundary_clarity,0.631578947368421
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q1,outcome_precision,0.3
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q1,direction_accuracy,0.6
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q1,coverage_completeness,0.15
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q2,state_space_estimation_accuracy,0.0
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q2,control_flow_understanding,0.625
anthropic/claude-opus-4.5,anthropic/claude-haiku-4.5,adaptive_quiz_engine,q2,edge_case_detection,0.6666666666666666
